"","nama_customer","sales_order","kubikasi_pemenuhan_m3","berat_pemenuhan_kg","tanggal_order","tanggal_po_expired"
"939","HARI HARI LOKASARI","110407222",0.10167912,19.173276,2022-12-06,2022-12-09
"940","FARMERS MARKET BOTANI SQUARE MALL","110407208",0.01536,10.89024,2022-12-06,2022-12-10
"941","GS SUPERMARKET TAJUR","110407126",0.01032,5.23536,2022-12-06,2022-12-10
"942","SAT DC BOGOR","110407071",0.42918936,169.388400012,2022-12-05,NA
"943","SAT DC BOGOR","110407072",0.53467152,72.831504,2022-12-05,NA
"944","TIP TOP BOGOR","110407229",0.15463194,34.007155998,2022-12-06,2022-12-10
"945","TIP TOP BOGOR","110407231",0.04711416,8.25246,2022-12-06,2022-12-10
"946","TIP TOP BOGOR","110407232",0.06914224,16.693650008,2022-12-06,2022-12-10
"947","AEON MALL SENTUL CITY","110407224",0.08109594,14.510283,2022-12-06,NA
"948","AEON MALL SENTUL CITY","110407225",0.0304,3.314,2022-12-06,NA
"949","AEON MALL SENTUL CITY","110407226",0.03572568,16.058004,2022-12-06,NA
"950","INDOMARCO DC BOGOR","110407129",0.08031396,16.890000012,2022-12-06,2022-12-09
"951","INDOMARCO DC BOGOR 2","110407130",0.1482,24.1002,2022-12-06,2022-12-09
"952","HEALTH EMPLOYEE MART","112002457",0.33370712,88.956955984,2022-12-06,NA
"953","Syifa H.","1866/PBI/QBL/XII/2022",0.1,NA,NA,NA
"954","GRIYA PASTEUR-P30028","115131543",0.03702598,7.3746,2022-12-07,2022-12-12
"955","GRIYA PASTEUR-P30028","115131544",0.00888,1.692,2022-12-07,2022-12-12
"956","GRIYA PASTEUR-P30028","115131545",0.10903104,15.69096,2022-12-07,2022-12-12
"957","GRIYA PASTEUR-P30028","115131546",0.06159168,16.241478528,2022-12-07,2022-12-12
"958","GRIYA PASTEUR-P30028","115131547",0.01788,1.92996,2022-12-07,2022-12-12
"959","GRIYA PASTEUR-P30028","115131548",0.05904,37.70016,2022-12-07,2022-12-12
"960","GRIYA SETRASARI-P30031","115131588",0.04954837,10.2671,2022-12-07,2022-12-12
"961","GRIYA SETRASARI-P30031","115131589",0.11325162,22.889228001,2022-12-07,2022-12-12
"962","GRIYA SETRASARI-P30031","115131590",0.01670157,8.57874,2022-12-07,2022-12-12
"963","GRIYA SETRASARI-P30031","115131591",0.00988000000000001,1.60668,2022-12-07,2022-12-12
"964","GRIYA SETRASARI-P30031","115131592",0.0447456,11.664044532,2022-12-07,2022-12-12
"965","GRIYA SETRASARI-P30031","115131595",0.02193,2.41995,2022-12-07,2022-12-12
"966","GRIYA SETRASARI-P30031","115131596",0.0528,35.09928,2022-12-07,2022-12-12
"967","SAT Bandung 2-P30016","115131458",0.49673952,72.956436024,2022-12-06,NA
"968","SAT Bandung 2-P30016","115131460",0.1722696,37.358000004,2022-12-06,NA
"969","SAT Bandung 2-P30016","115131593",0.03096,15.70608,2022-12-07,NA
"970","SAT Bandung 2-P30016","115131594",0.00768,5.41896,2022-12-07,NA
"971","YOGYA CIHAMPELAS WALK-P30037","115131604",0.05836047,12.920552001,2022-12-07,2022-12-13
"972","YOGYA CIHAMPELAS WALK-P30037","115131605",0.07247346,10.63431,2022-12-07,2022-12-13
"973","YOGYA CIHAMPELAS WALK-P30037","115131606",0.01235,2.00835,2022-12-07,2022-12-13
"974","YOGYA CIHAMPELAS WALK-P30037","115131607",0,0,2022-12-07,2022-12-13
"975","YOGYA CIHAMPELAS WALK-P30037","115131608",0.01314208,3.607078004,2022-12-07,2022-12-13
"976","YOGYA CIHAMPELAS WALK-P30037","115131609",0.0162,1.95996,2022-12-07,2022-12-13
"977","YOGYA CIHAMPELAS WALK-P30037","115131610",0.0038,0.41425,2022-12-07,2022-12-13
"978","YOGYA CIUMBULEUIT","115131564",0.03727618,7.859087667,2022-12-07,2022-12-13
"979","YOGYA CIUMBULEUIT","115131565",0.00195,0.72501,2022-12-07,2022-12-22
"980","YOGYA CIUMBULEUIT","115131566",0.05506083,9.781955001,2022-12-07,2022-12-13
"981","YOGYA CIUMBULEUIT","115131567",0.00894,0.96498,2022-12-07,2022-12-22
"982","YOGYA CIUMBULEUIT","115131568",0.03981756,27.05676,2022-12-07,2022-12-22
"983","YOGYA CIUMBULEUIT","115131603",0.01314208,3.487078004,2022-12-07,2022-12-13
"984","YOGYA JUNCTION 8","115131559",0.06518055,15.002518334,2022-12-07,2022-12-13
"985","YOGYA JUNCTION 8","115131560",0.00654,1.1136,2022-12-07,2022-12-13
"986","YOGYA JUNCTION 8","115131561",0.00553674,3,2022-12-07,2022-12-13
"987","YOGYA JUNCTION 8","115131562",0.01299,1.45497,2022-12-07,2022-12-13
"988","YOGYA JUNCTION 8","115131563",0.0076,0.8285,2022-12-07,2022-12-13
"989","LOTTE MART BEC","115131611",0.01482,2.41002,2022-12-07,2022-12-12
"990","YOGYA SUNDA-P30044","115131525",0.01224,10.068,2022-12-07,2022-12-09
"991","YOGYA SUNDA-P30044","115131527",0.1308,22.272,2022-12-07,2022-12-20
"992","YOGYA SUNDA-P30044","115131529",0.25873016,59.66812,2022-12-07,2022-12-09
"993","YOGYA SUNDA-P30044","115131530",0.32933592,59.938640004,2022-12-07,2022-12-09
"994","YOGYA SUNDA-P30044","115131531",0.01788,1.92996,2022-12-07,2022-12-09
"995","HYFRESH BIP BANDUNG","115131581",0.01419504,6.246110004,2022-12-07,2022-12-13
"996","GRIYA JATINANGOR-P30046","115131554",0.05081505,10.989998004,2022-12-07,2022-12-12
"997","GRIYA JATINANGOR-P30046","115131555",0.02396904,5.013918,2022-12-07,2022-12-12
"998","GRIYA JATINANGOR-P30046","115131556",0.00494,0.80334,2022-12-07,2022-12-12
"999","GRIYA JATINANGOR-P30046","115131557",0.01341,1.44747,2022-12-07,2022-12-12
"1000","GRIYA JATINANGOR-P30046","115131558",0.05236,33.15224,2022-12-07,2022-12-12
"1001","GRIYA MARGAHAYU RAYA","115131569",0.06543319,14.977855,2022-12-07,2022-12-13
"1002","GRIYA MARGAHAYU RAYA","115131570",0.001476,0.818751,2022-12-07,2022-12-13
"1003","GRIYA MARGAHAYU RAYA","115131571",0.07254352,11.200314,2022-12-07,2022-12-13
"1004","GRIYA MARGAHAYU RAYA","115131572",0.01076175,5.8425,2022-12-07,2022-12-13
"1005","GRIYA MARGAHAYU RAYA","115131573",0.01983208,5.491078004,2022-12-07,2022-12-13
"1006","GRIYA MARGAHAYU RAYA","115131574",0.01746,1.93746,2022-12-07,2022-12-13
"1007","GRIYA MARGAHAYU RAYA","115131575",0.01164,8.12292,2022-12-07,2022-12-13
"1008","GRIYA UJUNG BERUNG-P30034","115131532",0.03568633,8.071880001,2022-12-07,2022-12-11
"1009","GRIYA UJUNG BERUNG-P30034","115131533",0.01183749,1.693419,2022-12-07,2022-12-11
"1010","GRIYA UJUNG BERUNG-P30034","115131534",0.00522501,2.8425,2022-12-07,2022-12-11
"1011","GRIYA UJUNG BERUNG-P30034","115131535",0.00669,2.004,2022-12-07,2022-12-11
"1012","GRIYA UJUNG BERUNG-P30034","115131536",0.06135024,43.525360008,2022-12-07,2022-12-11
"1013","HYPERMART METRO TC BANDUNG-P30011","115131585",0.073047,13.409988,2022-12-07,2022-12-13
"1014","EXERTAINMENT INDONESIA-TRANS BANDUNG, PT","115131597",0.01584,10.70736,2022-12-07,2022-12-15
"1015","GRIYA ANTAPANI-P30017","115131549",0.07927519,18.61966,2022-12-07,2022-12-12
"1016","GRIYA ANTAPANI-P30017","115131550",0.14955168,23.066542002,2022-12-07,2022-12-12
"1017","GRIYA ANTAPANI-P30017","115131551",0.04418322,13.446730007,2022-12-07,2022-12-12
"1018","GRIYA ANTAPANI-P30017","115131552",0.02667,3.25746,2022-12-07,2022-12-12
"1019","GRIYA ANTAPANI-P30017","115131553",0.02961756,18.78132,2022-12-07,2022-12-12
"1020","GRIYA ARCAMANIK-P30018","115131598",0.027261,6.081,2022-12-07,2022-12-12
"1021","GRIYA ARCAMANIK-P30018","115131599",0.07385448,11.103561,2022-12-07,2022-12-12
"1022","GRIYA ARCAMANIK-P30018","115131600",0.00358167,1.89083,2022-12-07,2022-12-12
"1023","GRIYA ARCAMANIK-P30018","115131601",0.04618088,12.568289268,2022-12-07,2022-12-12
"1024","GRIYA ARCAMANIK-P30018","115131602",0.25608,179.508,2022-12-07,2022-12-12
"1025","YOGYA DC - BUAH BATU","115131576",0.29048548,46.991550006,2022-12-07,NA
"1026","YOGYA DC - BUAH BATU","115131577",0.05875,11.8732,2022-12-07,NA
"1027","YOGYA DC - BUAH BATU","115131578",0.10329946,29.656296527,2022-12-07,NA
"1028","YOGYA DC - BUAH BATU","115131579",0.03341988,17.32749,2022-12-07,NA
"1029","YOGYA DC - BUAH BATU","115131580",0.20613815,44.342188002,2022-12-07,NA
"1030","YOGYA DC - BUAH BATU","115131587",0.0240699,3.05001,2022-12-07,2022-12-13
"1031","INDOMARCO BANDUNG-P30013","115131582",0.1722096,36.990000012,2022-12-07,2022-12-10
"1032","INDOMARCO BANDUNG-P30013","115131583",0.37482,154.4649,2022-12-07,2022-12-10
"1033","GRIYA BUAH BATU-P30020","115131528",0.1308,22.272,2022-12-07,2022-12-20
"1034","GRIYA BUAH BATU-P30020","115131537",0.12925175,25.919356,2022-12-07,2022-12-12
"1035","GRIYA BUAH BATU-P30020","115131538",0.002952,1.637502,2022-12-07,2022-12-10
"1036","GRIYA BUAH BATU-P30020","115131539",0.35249118,62.720219004,2022-12-07,2022-12-10
"1037","GRIYA BUAH BATU-P30020","115131540",0.2338104,66.680834568,2022-12-07,2022-12-12
"1038","GRIYA BUAH BATU-P30020","115131541",0.04356,5.16,2022-12-07,2022-12-10
"1039","GRIYA BUAH BATU-P30020","115131542",0.14871024,103.05888,2022-12-07,2022-12-12
"1040","GRIYA BUAH BATU-P30020","115131586",0.0768,54.4608,2022-12-07,2022-12-11
"1041","BSP BOGOR","111172667",0.89162536,182.337728,2022-12-05,2022-12-06
"1042","BSP BOGOR","111172668",1.18871424,320.401409352,2022-12-05,2022-12-06
"1043","BSP BOGOR (WRP)","111172677",0.80784,275.735019948,2022-12-06,NA
"1044","BSP DKI I","111172669",5.81515228,1608.446751978,2022-12-05,2022-12-07
"1045","BSP DKI I","111172670",0.53948784,170.180679624,2022-12-05,2022-12-07
"1046","BSP DKI 1 (WRP)","111172678",0.08016,24.401000004,2022-12-06,NA
"1047","BSP SUKABUMI (WRP)","111172679",0.18384,41.548599996,2022-12-06,NA
"1048","BSP SUKABUMI","0879/Titipan/WRP/EBW/XII/2022",0.011,2,NA,NA
"1049","HARI HARI ROXY MAS","110407305",0.01788,1.92996,2022-12-07,NA
"1050","HARI HARI ROXY MAS","110407306",0.2971371,77.523484026,2022-12-07,NA
"1051","HARI HARI ROXY MAS","110407307",0.12362148,25.828188,2022-12-07,NA
"1052","HERO TAMAN ANGGREK","110407300",0.01224,10.068,2022-12-07,2022-12-11
"1053","FARMERS MARKET MARGO CITY MALL","110407295",0.02634402,5.899998,2022-12-07,2022-12-12
"1054","HYPERMART CIMANGGIS 2","110407267",0.08936145,24.883671,2022-12-07,2022-12-13
"1055","HYPERMART DEPOK","110407258",0.08328471,27.716377002,2022-12-07,2022-12-13
"1056","HYPERMART PESONA SQ DEPOK","110407263",0.1290269,27.042994008,2022-12-07,2022-12-13
"1057","HYPERMART TOLE ISKANDAR DEPOK","110407265",0.06205764,16.525422006,2022-12-07,2022-12-13
"1058","NAGA SWALAYAN CIRACAS","110407353",0.38039492,81.631222998,2022-12-07,NA
"1059","NAGA SWALAYAN CIRACAS","110407354",0.18221604,36.702,2022-12-07,NA
"1060","NAGA SWALAYAN CIRACAS","110407355",0.32198024,103.997696012,2022-12-07,NA
"1061","NAGA SWALAYAN CIRACAS","110407356",0.0546,20.77128,2022-12-07,NA
"1062","FARMERS FAMILY CILEUNGSI METLAND TRANSYO","110407292",0.00768,5.44992,2022-12-07,2022-12-10
"1063","HYPERMART CIBUBUR","110407256",0.24634068,63.090894,2022-12-07,2022-12-13
"1064","HYPERMART CITRA GRAND CIBUBUR","110407262",0.21049019,55.382353,2022-12-07,2022-12-13
"1065","INDOMARCO DC BOGOR 2","110407270",1.12229796,190.491936024,2022-12-07,2022-12-10
"1066","INDOMARCO DC BOGOR 2","110407271",0.5658,128.5542,2022-12-07,2022-12-10
"1067","INDOMARCO WH KLIK I-PLAZA BOGOR 2","110407272",0.05625996,11.00226,2022-12-07,2022-12-10
"1068","INDOMARCO WH KLIK I-PLAZA BOGOR 2","110407273",0.01224,10.068,2022-12-07,2022-12-10
"1069","INDOMARCO WH KLIK I-PLAZA BOGOR 2","110407274",0.02563512,16.127440008,2022-12-07,2022-12-10
"1070","INDOMARCO WH KLIK I-PLAZA BOGOR 2","110407275",0.02568,3.23004,2022-12-07,2022-12-10
"1071","AEON MALL SENTUL CITY","110407224",0.08109594,14.510283,2022-12-06,NA
"1072","AEON MALL SENTUL CITY","110407225",0.0304,3.314,2022-12-06,NA
"1073","AEON MALL SENTUL CITY","110407226",0.03572568,16.058004,2022-12-06,NA
"1074","INDOGROSIR BOGOR","110407277",0.149781,30.864794004,2022-12-07,2022-12-10
"1075","INDOGROSIR BOGOR","110407278",0.01788,1.92996,2022-12-07,2022-12-10
"1076","INDOGROSIR BOGOR - TRADISIONAL","110407335",0.05136,8.78064,2022-12-07,2022-12-10
"1077","INDOGROSIR BOGOR - TRADISIONAL","110407336",0.03267,6.77505,2022-12-07,2022-12-10
"1078","INDOGROSIR BOGOR - TRADISIONAL","110407337",0.06069,9.3696,2022-12-07,2022-12-10
"1079","INDOGROSIR BOGOR - TRADISIONAL","110407338",0.13054582,33.62,2022-12-07,2022-12-10
"1080","INDOGROSIR BOGOR - TRADISIONAL","110407340",0.60495156,165.505899992,2022-12-07,2022-12-10
"1081","INDOMARCO DC BOGOR","110407276",0.12744,35.67024,2022-12-07,2022-12-10
"1082","HYPERMART GADING SERPONG","110407266",0.30752166,66.067124688,2022-12-07,2022-12-13
"1083","HYPERMART VILLA MELATI MAS","110407251",0.01032,5.23536,2022-12-07,2022-12-10
"1084","HYPERMART VILLA MELATI MAS","110407264",0.07607772,27.266918004,2022-12-07,2022-12-13
"1085","HYPERMART DC.BALARAJA 104","110407228",0.02926836,7.44,2022-12-06,NA
"1086","HYPERMART DC.BALARAJA 104","110407230",0.03694032,9.580032,2022-12-06,NA
"1087","INDOMARCO DC LEBAK","110407281",0.0861498,19.5,2022-12-07,2022-12-10
"1088","HYPERMART CILEGON","110407260",0.0620655,20.962015998,2022-12-07,2022-12-13
"1089","LOTTE SHOPPING INDONESIA - SERANG","110407209",0.56032,131.65496,2022-12-06,NA
"1090","HYPERMART SERANG","110407261",0.159704,41.200522,2022-12-07,2022-12-13
"1091","HYFRESH BOJONGSARI","110407250",0.07539776,16.738926,2022-12-07,2022-12-12
"1092","INDOMARCO DC PARUNG","110407280",0.04248,11.89008,2022-12-07,2022-12-10
"1093","SAT DC PARUNG","110407319",0.08872272,23.698968048,2022-12-07,NA
"1094","SAT DC PARUNG","110407334",0.18576,94.23648,2022-12-07,NA
"1095","E-COM WRP","110407317",2.7522,1032.34299912,2022-12-07,NA
"1096","E-COM WRP","110407318",0.1038815,20.613254159,2022-12-07,NA
"1097","FARMERS FAMILY BUARAN","110407288",0.0096,1.22004,2022-12-07,2022-12-12
"1098","FARMERS FAMILY BUARAN","110407289",0.0096,1.22004,2022-12-07,2022-12-12
"1099","FARMERS FAMILY BUARAN","110407297",0.08561964,20.783724,2022-12-07,2022-12-12
"1100","GUDANG ECOMM PISANGAN","872003283",0.73842004,169.42406,2022-12-07,2022-12-07
"1101","FARMERS FAMILY PONDOK KOPI","110407290",0.0096,1.22004,2022-12-07,2022-12-12
"1102","FARMERS FAMILY PONDOK KOPI","110407291",0.01032,5.23536,2022-12-07,2022-12-12
"1103","FARMERS FAMILY PONDOK KOPI","110407216",0.00768,5.44512,2022-12-06,2022-12-10
"1104","FARMERS MARKET CITRA GARDEN VI","110407285",0,0,2022-12-07,2022-12-10
"1105","HYPERMART DAAN MOGOT","110407254",0.081618,24.303588,2022-12-07,2022-12-13
"1106","HYPERMART PURI INDAH","110407253",0.17329572,39.911223264,2022-12-07,2022-12-13
"1107","RANCH MARKET PESANGGRAHAN","110407293",0.06347616,21.739272,2022-12-07,2022-12-12
"1108","RANCH MARKET PESANGGRAHAN","110407296",0.01272,3.57498,2022-12-07,2022-12-12
"1109","SUKACITA TEKNOLOGI INDONESIA, PT","110407308",0.4205796,112.09749996,2022-12-07,NA
"1110","FOODHALL DAILY PURI MANSION","110407350",0.06542742,45.844932,2022-12-07,2022-12-14
"1111","DIAMOND POINS SQUARE","110407314",0.20238398,43.482876,2022-12-07,2022-12-12
"1112","DIAMOND POINS SQUARE","110407315",0.08845992,22.139964,2022-12-07,2022-12-12
"1113","DIAMOND POINS SQUARE","110407316",0.02685792,4.92,2022-12-07,2022-12-12
"1114","GRAND LUCKY - LIVING PLAZA","110407284",0.17142396,56.264916,2022-12-07,2022-12-13
"1115","HERO PONDOK INDAH","110407302",0.01788,1.92996,2022-12-07,2022-12-11
"1116","INDOGROSIR CIPUTAT","110407279",0.072444,16.118000004,2022-12-07,2022-12-10
"1117","INDOGROSIR CIPUTAT TRADISIONAL","110407342",0.02568,4.39032,2022-12-07,2022-12-10
"1118","INDOGROSIR CIPUTAT TRADISIONAL","110407343",0,0,2022-12-07,2022-12-10
"1119","INDOGROSIR CIPUTAT TRADISIONAL","110407344",0.7251428,198.267399952,2022-12-07,2022-12-10
"1120","LOTTE MART GANDARIA CITY MALL","110407351",0.06936,17.762482008,2022-12-07,2022-12-12
"1121","FARMERS EPICENTRUM","110407298",0.05446,8.08562,2022-12-07,2022-12-12
"1122","XPOSE PROTEIN, FITNESS F. LOTTE AVENUE","110407312",0.01584,10.70736,2022-12-07,2022-12-13
"1123","XPOSE PROTEIN, FITNESS F. PACIFIC PLACE","110407313",0.01584,10.70736,2022-12-07,2022-12-13
"1124","XPOSE PROTEIN, FITNESS FIRST OAKWOOD","110407311",0.02376,16.06104,2022-12-07,2022-12-13
"1125","HYPERMART KEMANG","110407252",0.21323667,53.436619002,2022-12-07,2022-12-13
"1126","RANCH 99 DARMAWANGSA","110407294",0.0502056,17.814204,2022-12-07,2022-12-13
"1127","HERO PERMATA HIJAU","110407303",0.01224,10.068,2022-12-07,2022-12-11
"1128","HERO PERMATA HIJAU","110407304",0.02330556,5.000004,2022-12-07,2022-12-11
"1129","GUDANG TOKOPEDIA WH PANCORAN","872003274",6.06499996,1295.83114,2022-12-06,2022-12-08
"1130","Raguel Lewi","1867/PBI/QBL/XII/2022",0.1,NA,NA,NA
"1131","FARMERS MARKET L'AVENUE TEBET","110407286",0.10199826,25.29498,2022-12-07,2022-12-10
"1132","HYPERMART PEJATEN","110407257",0.17351604,41.006408004,2022-12-07,2022-12-13
"1133","INDOPASIFIK FARMA MEDIKA INDONESIA, PT","110407309",0.16196064,55.627812,2022-12-07,NA
"1134","HERO GONDANGDIA","110407301",0.02330556,5.000004,2022-12-07,2022-12-11
"1135","HYPERMART JACC THAMRIN","110407255",0.06334692,23.987360004,2022-12-07,2022-12-13
"1136","RANCH GRAND INDONESIA","110407283",0.01992,6.4554,2022-12-07,2022-12-10
"1137","RANCH GRAND INDONESIA","110407287",0.0402,5.22006,2022-12-07,2022-12-10
"1138","XPOSE PROTEIN, FITNESS F.GRAND INDONESIA","110407310",0.01584,10.70736,2022-12-07,2022-12-13
"1139","FOODHALL DAILY CITRA TOWER KEMAYORAN","110407349",0.03072,21.79104,2022-12-07,2022-12-13
"1140","HYPERMART GAJAH MADA","110407259",0.01435704,3.6,2022-12-07,2022-12-13
"1141","INDOGROSIR KEMAYORAN","110407282",0.12690084,21.027984,2022-12-07,2022-12-10
"1142","INDOGROSIR KEMAYORAN","110407320",0.046608,14.059992,2022-12-07,2022-12-10
"1143","INDOGROSIR KEMAYORAN","110407321",0.02214696,12,2022-12-07,2022-12-10
"1144","INDOGROSIR KEMAYORAN - TRADISIONAL","110407345",0.01284,2.19516,2022-12-07,2022-12-10
"1145","INDOGROSIR KEMAYORAN - TRADISIONAL","110407346",0.03465,7.86015,2022-12-07,2022-12-10
"1146","INDOGROSIR KEMAYORAN - TRADISIONAL","110407347",0.02145,2.688,2022-12-07,2022-12-10
"1147","INDOGROSIR KEMAYORAN - TRADISIONAL","110407348",0.10378582,30.404,2022-12-07,2022-12-10
"1148","HYPERMART EKALOKASARI","110407268",0.06683922,26.241032004,2022-12-07,2022-12-13
"1149","HYPERMART TAMAN YASMIN BGR","110407269",0.02256498,5.48001,2022-12-07,2022-12-13
"1150","LOTTE SHOPPING INDONESIA - BOGOR","110407217",0.1338,35.28,2022-12-06,NA
"1151","HEALTH EMPLOYEE MART","112002459",0.05021992,14.329899992,2022-12-07,NA
"1152","KOPERASI KARYAWAN NFI RAWABALI","112002458",0.16814452,49.542659776,2022-12-07,NA
"1153","PROMOSI JAKARTA - RAWABALI","872003280",0.00752,1.943,2022-12-07,2022-12-07
"1154","PROMOSI JAKARTA - RAWABALI","872003281",0.2016165,34.83635,2022-12-07,2022-12-07
"1155","PROMOSI JAKARTA - RAWABALI","872003282",0.03209688,10.027391999,2022-12-07,2022-12-07
"1156","GUDANG PBI - TANAH BARU (WRP)","111172755",0.3834,46.5606,2022-12-07,NA
"1157","Iwang S.","1872/PBI/MMA/XII/2022",0.1,NA,NA,NA
"1158","Syifa H.","1875/PBI/MSA/XII/2022",0.1,NA,NA,NA
"1159","NUTRIHUB BANDUNG","872003286",0.06356866,14.918800417,2022-12-08,2022-12-08
"1160","YOGYA PLAZA CIMAHI-P30049","115131623",0.01608,3.40368,2022-12-08,2022-12-12
"1161","YOGYA PLAZA CIMAHI-P30049","115131624",0.0979971,15.258474,2022-12-08,2022-12-12
"1162","YOGYA PLAZA CIMAHI-P30049","115131625",0.01730672,4.64933326,2022-12-08,2022-12-12
"1163","YOGYA PLAZA CIMAHI-P30049","115131638",0.05712555,13.54107,2022-12-08,2022-12-13
"1164","YOGYA PLAZA CIMAHI-P30049","115131639",0.00198,1.19124,2022-12-08,2022-12-13
"1165","YOGYA PLAZA CIMAHI-P30049","115131640",0.0093,1.222940502,2022-12-08,2022-12-13
"1166","YOGYA PLAZA CIMAHI-P30049","115131641",0.01107348,6,2022-12-08,2022-12-13
"1167","YOGYA PLAZA CIMAHI-P30049","115131642",0.03977328,10.745562012,2022-12-08,2022-12-13
"1168","YOGYA PLAZA CIMAHI-P30049","115131643",0.04386,4.8399,2022-12-08,2022-12-13
"1169","YOGYA PLAZA CIMAHI-P30049","115131644",0.018,10.68528,2022-12-08,2022-12-13
"1170","GRIYA PAHLAWAN-P30027","115131661",0.14232159,34.501488,2022-12-08,2022-12-14
"1171","GRIYA PAHLAWAN-P30027","115131662",0.002952,1.637502,2022-12-08,2022-12-14
"1172","GRIYA PAHLAWAN-P30027","115131663",0.00553674,3,2022-12-08,2022-12-14
"1173","GRIYA PAHLAWAN-P30027","115131664",0.00494,0.80334,2022-12-08,2022-12-14
"1174","GRIYA PAHLAWAN-P30027","115131665",0.0081,0.97998,2022-12-08,2022-12-14
"1175","GRIYA CINUNUK-P30047","115131656",0.08898558,21.657498,2022-12-08,2022-12-14
"1176","GRIYA CINUNUK-P30047","115131657",0.04276557,5.759115,2022-12-08,2022-12-14
"1177","GRIYA CINUNUK-P30047","115131658",0.00838672,2.144672,2022-12-08,2022-12-14
"1178","GRIYA CINUNUK-P30047","115131659",0.02094,2.595,2022-12-08,2022-12-14
"1179","GRIYA CINUNUK-P30047","115131660",0.08071512,57.136600008,2022-12-08,2022-12-14
"1180","GRIYA MARGAHAYU RAYA","115131666",0.03602704,10.252328,2022-12-08,2022-12-11
"1181","SAT Bandung-P30015","115131620",0.13866048,21.330600048,2022-12-08,NA
"1182","SAT Bandung-P30015","115131621",0.46607928,173.656000008,2022-12-08,NA
"1183","SAT Bandung-P30015","115131668",0.02064,10.47072,2022-12-08,NA
"1184","GRIYA BATUNUNGGAL","115131645",0.003696,1.241751,2022-12-08,2022-12-14
"1185","GRIYA BATUNUNGGAL","115131646",0.01628175,8.67249,2022-12-08,2022-12-14
"1186","GRIYA BATUNUNGGAL","115131647",0.024026,7.018299,2022-12-08,2022-12-14
"1187","GRIYA BATUNUNGGAL","115131648",0.0324,3.71745,2022-12-08,2022-12-14
"1188","GRIYA BATUNUNGGAL","115131649",0.02685756,19.062200004,2022-12-08,2022-12-14
"1189","GRIYA DINASTY-P30023","115131636",0.0384,27.2304,2022-12-08,2022-12-18
"1190","GRIYA DINASTY-P30023","115131667",0.1152,81.6864,2022-12-08,2022-12-13
"1191","YOGYA DC - BUAH BATU","115131576",0.29048548,46.991550006,2022-12-07,NA
"1192","YOGYA DC - BUAH BATU","115131577",0.05875,11.8732,2022-12-07,NA
"1193","YOGYA DC - BUAH BATU","115131578",0.10329946,29.656296527,2022-12-07,NA
"1194","YOGYA DC - BUAH BATU","115131579",0.03341988,17.32749,2022-12-07,NA
"1195","YOGYA DC - BUAH BATU","115131580",0.20613815,44.342188002,2022-12-07,NA
"1196","YOGYA DC - BUAH BATU","115131587",0.0240699,3.05001,2022-12-07,2022-12-13
"1197","YOGYA MEKAR WANGI","115131650",0.06278176,14.535342,2022-12-08,2022-12-14
"1198","YOGYA MEKAR WANGI","115131651",0.01080594,3.25386,2022-12-08,2022-12-14
"1199","YOGYA MEKAR WANGI","115131652",0.01076175,5.8425,2022-12-08,2022-12-14
"1200","YOGYA MEKAR WANGI","115131653",0.0865836,23.419452024,2022-12-08,2022-12-14
"1201","YOGYA MEKAR WANGI","115131654",0.01857,2.27748,2022-12-08,2022-12-14
"1202","YOGYA MEKAR WANGI","115131655",0.03072,21.76872,2022-12-08,2022-12-14
"1203","INDOGROSIR BANDUNG-P30012","115131584",0.25392448,67.187936,2022-12-07,2022-12-10
"1204","INDOGROSIR BANDUNG-P30012","115131612",0.05776392,11.796996,2022-12-08,2022-12-12
"1205","INDOGROSIR BANDUNG-P30012","115131613",0,0,2022-12-08,2022-12-12
"1206","INDOMARCO BANDUNG-P30013","115131614",0.24576,24.5376,2022-12-08,2022-12-12
"1207","INDOMARCO BANDUNG-P30013","115131616",0.08496,23.78016,2022-12-08,2022-12-12
"1208","INDOMARCO WH KLIK I-PLAZA BANDUNG","115131615",0.0096,1.22004,2022-12-08,2022-12-12
"1209","MITRA JAYA PERSADA - LENTENG AGUNG, PT","111172724",4.417,946.6396,2022-12-07,2022-12-08
"1210","BSP CIANJUR (POLOS)","111172728",2.79736,696.2504,2022-12-07,2022-12-08
"1211","BSP CIANJUR (POLOS)","111172729",0.95095386,269.1,2022-12-07,2022-12-08
"1212","BSP CIANJUR (POLOS)","111172730",0.87291,203.72865,2022-12-07,2022-12-08
"1213","BSP SUKABUMI (POLOS)","111172725",1.84372,451.672,2022-12-07,2022-12-08
"1214","BSP SUKABUMI (POLOS)","111172726",1.4471037,409.5,2022-12-07,2022-12-08
"1215","BSP SUKABUMI (POLOS)","111172727",2.29788,530.4183,2022-12-07,2022-12-08
"1216","BSP SUMEDANG (POLOS)","111172731",1.55348,380.7872,2022-12-07,2022-12-08
"1217","BSP SUMEDANG (POLOS)","111172732",0.78557058,222.3,2022-12-07,2022-12-08
"1218","BSP SUMEDANG (POLOS)","111172733",0.62559,140.65059,2022-12-07,2022-12-08
"1219","HERO SPM KOTA WISATA","110407384",0.012062,0.24552,2022-12-08,2022-12-12
"1220","LOTTE SHOPPING INDONESIA PAKANSARI","110407215",0.11651,27.05509,2022-12-06,NA
"1221","SAT Cileungsi 2","110407324",0.19567992,120.908320008,2022-12-07,NA
"1222","SAT Cileungsi 2","110407325",0.63422496,93.041736048,2022-12-07,NA
