"","nama_customer","sales_order","kubikasi_pemenuhan_m3","berat_pemenuhan_kg","tanggal_order","tanggal_po_expired"
"1","MITRAGEMILANG INTI PERKASA-TEGAL,PT","111172310",0.75187834,194.445344016,2022-11-28,2022-12-01
"2","MITRAGEMILANG INTI PERKASA-TEGAL,PT","111172311",0.036,4.903364016,2022-11-28,2022-12-01
"3","GEMILANG ABADI - SEMARANG, CV","111172276",6.92170974,1876.626758014,2022-11-25,2022-12-01
"4","GEMILANG ABADI - SEMARANG, CV","111172277",0.0384,27.0948,2022-11-25,2022-12-01
"5","GEMILANG ABADI - SEMARANG, CV","113028449",0.8868432,205.27872,2022-11-25,2022-12-01
"6","TRIO SUKSES MANDIRI - SOLO, PT (WRP)","111172299",0.08682,59.675299944,2022-11-28,NA
"7","SUMBER JAYA ADIDAYA - TOBELO, PT","111172401",0.97551024,284.174052,2022-11-30,2022-12-01
"8","SUMBER JAYA ADIDAYA - TOBELO, PT","111172402",0.08062224,38.664768,2022-11-30,2022-12-01
"9","SUMBER JAYA ADIDAYA - TOBELO, PT","111172403",0.1514,42.704,2022-11-30,2022-12-01
"10","SUMBER JAYA ADIDAYA - TOBELO, PT","111172404",16.538328,4680,2022-11-30,2022-12-01
"11","SUMBER JAYA ADIDAYA - TOBELO, PT","111172405",0.28378,61.11026,2022-11-30,2022-12-01
"12","SUMBER JAYA ADIDAYA - TOBELO, PT","111172406",0.06435,8.064,2022-11-30,2022-12-01
"13","SUMBER JAYA ADIDAYA - TOBELO, PT","113028466",0.04176,7.11,2022-11-30,2022-12-01
"14","SUMBER JAYA ADIDAYA - TOBELO, PT","113028467",0.3568,87.68,2022-11-30,2022-12-01
"15","SUMBER JAYA ADIDAYA - TOBELO, PT","113028468",0.01584,10.70736,2022-11-30,2022-12-01
"16","Gudang Lazada Depok (Main WH)","872003244",0.11208,13.54504,2022-11-29,2022-12-02
"17","Gudang Lazada Depok (Main WH)","872003245",8.76350622,2131.639531974,2022-11-29,2022-12-02
"18","MAKMUR KARYA ABADI - KEBUMEN, CV (POLOS)","111172314",0.19104,69.34944,2022-11-28,2022-12-03
"19","MAKMUR KARYA ABADI - KEBUMEN, CV (POLOS)","111172315",3.6288,971.78192,2022-11-28,2022-12-03
"20","MAKMUR KARYA ABADI - KEBUMEN, CV (POLOS)","111172316",1.93398,443.68258,2022-11-28,2022-12-03
"21","MAKMUR KARYA ABADI - KEBUMEN, CV (POLOS)","111172317",0.2146,25.2232,2022-11-28,2022-12-03
"22","MAKMUR KARYA ABADI - KEBUMEN, CV (POLOS)","113028460",0.01784,4.384,2022-11-28,2022-12-03
"23","BUDIMAS MAKMUR MULIA-WONOGIRI,PT (POLOS)","111172432",2.47712,648.03592,2022-11-30,2022-12-05
"24","BUDIMAS MAKMUR MULIA-WONOGIRI,PT (POLOS)","111172433",0.45480402,128.7,2022-11-30,2022-12-05
"25","BUDIMAS MAKMUR MULIA-WONOGIRI,PT (POLOS)","111172434",3.12812,719.9752,2022-11-30,2022-12-05
"26","BUDIMAS MAKMUR MULIA-WONOGIRI,PT (POLOS)","111172435",0.6194988,178.46849988,2022-11-30,2022-12-05
"27","BUDIMAS MAKMUR MULIA-WONOGIRI,PT (POLOS)","111172436",0.6435,80.64,2022-11-30,2022-12-05
"28","BUDIMAS MAKMUR MULIA-WONOGIRI,PT (POLOS)","113028469",0.22968,39.105,2022-11-30,2022-12-05
"29","BUDIMAS MAKMUR MULIA - KLATEN,PT (POLOS)","111172408",5.79032,1416.2402,2022-11-30,2022-12-05
"30","BUDIMAS MAKMUR MULIA - KLATEN,PT (POLOS)","111172409",3.11442,663.3778,2022-11-30,2022-12-05
"31","BUDIMAS MAKMUR MULIA - KLATEN,PT (POLOS)","111172410",0.90859824,261.753799824,2022-11-30,2022-12-05
"32","BUDIMAS MAKMUR MULIA - KLATEN,PT (POLOS)","111172411",1.1371,138.322,2022-11-30,2022-12-05
"33","GEMILANG ABADI - PEKALONGAN (POLOS), CV","111172307",0.96776,255.85996,2022-11-28,2022-12-05
"34","GEMILANG ABADI - PEKALONGAN (POLOS), CV","111172308",0.19113,37.62285,2022-11-28,2022-12-05
"35","GEMILANG ABADI - PEKALONGAN (POLOS), CV","111172309",0.0215,1.8596,2022-11-28,2022-12-05
"36","GEMILANG ABADI - PEKALONGAN, CV","111172312",0.48445566,149.490142048,2022-11-28,2022-12-05
"37","GEMILANG ABADI - PEKALONGAN, CV","111172313",0.04248,8.038882008,2022-11-28,2022-12-05
"38","TJAHYONO ABADI - KUDUS, CV","0857/Titipan/WRP/EBW/XI/2022",0.05,9,2022-11-28,NA
"39","TRIO HUTAMA - MAGELANG (POLOS), CV","111172360",5.47984,1227.52096,2022-11-29,2022-12-05
"40","TRIO HUTAMA - MAGELANG (POLOS), CV","111172361",0.2067291,58.5,2022-11-29,2022-12-05
"41","TRIO HUTAMA - MAGELANG (POLOS), CV","111172362",3.09403,708.86479,2022-11-29,2022-12-05
"42","TRIO HUTAMA - MAGELANG (POLOS), CV","111172363",3.18009384,916.138299384,2022-11-29,2022-12-05
"43","TRIO HUTAMA - MAGELANG (POLOS), CV","111172364",0.24779952,71.387399952,2022-11-29,2022-12-05
"44","TRIO HUTAMA - MAGELANG (POLOS), CV","111172365",0.53625,67.2,2022-11-29,2022-12-05
"45","TRIO HUTAMA - MAGELANG, CV","111172371",5.77904816,1631.960110084,2022-11-29,2022-12-05
"46","TRIO HUTAMA - MAGELANG, CV","111172372",0.00768,5.41896,2022-11-29,2022-12-05
"47","MITRAGEMILANG INTI PERKASA-TEGAL,PT","111172443",11.95898034,3109.88763808,2022-12-01,2022-12-01
"48","MITRAGEMILANG INTI PERKASA-TEGAL,PT","111172444",5.97812968,1296.163180004,2022-12-01,2022-12-01
"49","MITRAGEMILANG INTI PERKASA-TEGAL,PT","111172445",0.53768304,139.070383728,2022-12-01,2022-12-01
"50","MITRAGEMILANG INTI PERKASA-TEGAL,PT","111172446",0.0138,6.43692,2022-12-01,2022-12-01
"51","MITRAGEMILANG INTI PERKASA-TEGAL,PT","111172447",0.0138,6.43692,2022-12-01,2022-12-01
"52","MITRAGEMILANG INTI PERKASA-TEGAL,PT","113028472",1.0299648,171.95184,2022-12-01,2022-12-01
"53","SIGMA PRATAMA - TEGAL, UD","0859/Titipan/WRP/EBW/XI/2022",0.03,5,2022-12-01,NA
"54","MITRAGEMILANG INTI PERKASA-TGL(POLOS),PT","111172439",2.8078,539.0602,2022-12-01,2022-12-01
"55","MITRAGEMILANG INTI PERKASA-TGL(POLOS),PT","111172440",0.33076656,93.6,2022-12-01,2022-12-01
"56","MITRAGEMILANG INTI PERKASA-TGL(POLOS),PT","111172441",1.03009,239.06109,2022-12-01,2022-12-01
"57","MITRAGEMILANG INTI PERKASA-TGL(POLOS),PT","111172442",0.34325,42.1796,2022-12-01,2022-12-01
"58","MITRAGEMILANG INTI PERKASA-TGL(POLOS),PT","113028471",0.1338,32.88,2022-12-01,2022-12-01
"59","MITRA PERIANGAN PERSADA - SUKABUMI, PT","111172385",6.48132,1346.2268,2022-11-29,2022-12-05
"60","MITRA PERIANGAN PERSADA - SUKABUMI, PT","111172386",0.42806,82.48394,2022-11-29,2022-12-05
"61","MITRA PERIANGAN PERSADA - SUKABUMI, PT","111172387",2.23019568,642.486599568,2022-11-29,2022-12-05
"62","MITRA PERIANGAN PERSADA - SUKABUMI, PT","111172388",0.0644,7.2356,2022-11-29,2022-12-05
"63","TIGA SAUDARA-YOGYAKARTA BARAT,CV (POLOS)","111172428",7.8012,1872.794,2022-11-30,2022-12-05
"64","TIGA SAUDARA-YOGYAKARTA BARAT,CV (POLOS)","111172429",3.48096,737.70608,2022-11-30,2022-12-05
"65","TIGA SAUDARA-YOGYAKARTA BARAT,CV (POLOS)","111172430",0.3003,37.632,2022-11-30,2022-12-05
"66","TIGA SAUDARA-YOGYAKARTA BARAT,CV (POLOS)","111172431",0.7722,96.768,2022-11-30,2022-12-05
"67","GEMILANG ABADI - CILACAP (POLOS), CV","111172448",2.0486,553.76,2022-12-01,2022-12-05
"68","GEMILANG ABADI - CILACAP (POLOS), CV","111172449",1.46258,316.36162,2022-12-01,2022-12-05
"69","GEMILANG ABADI - CILACAP (POLOS), CV","111172450",0.2064996,59.48949996,2022-12-01,2022-12-05
"70","GEMILANG ABADI - CILACAP (POLOS), CV","111172451",0.15025,17.1592,2022-12-01,2022-12-05
"71","GEMILANG ABADI - CILACAP, CV","111172452",3.6381783,959.426408016,2022-12-01,2022-12-05
"72","GEMILANG ABADI - CILACAP, CV","113028473",0.08112,30.46104,2022-12-01,2022-12-05
"73","MITRAGEMILANG INTI PERKASA - PWT, PT","111172462",0.96,677.37,2022-12-02,2022-12-02
"74","MITRAGEMILANG INTI PERKASA - PWT, PT","111172295",4.97552884,1161.912974086,2022-11-28,2022-12-05
"75","MITRAGEMILANG INTI PERKASA - PWT, PT","113028456",0.3400416,63.22464,2022-11-28,2022-12-05
"76","MITRAGEMILANG INTI PERKASA-PWT(POLOS),PT","111172287",2.21272,589.0078,2022-11-28,2022-12-05
"77","MITRAGEMILANG INTI PERKASA-PWT(POLOS),PT","111172288",0.16538328,46.8,2022-11-28,2022-12-05
"78","MITRAGEMILANG INTI PERKASA-PWT(POLOS),PT","111172289",2.46075,545.34321,2022-11-28,2022-12-05
"79","MITRAGEMILANG INTI PERKASA-PWT(POLOS),PT","111172290",1.032498,297.4474998,2022-11-28,2022-12-05
"80","PRAMBANAN KENCANA - TANGERANG, PT","111172453",11.9847112,1987.21194,2022-12-01,2022-12-05
"81","PRAMBANAN KENCANA - TANGERANG, PT","111172454",11.978,1951.284,2022-12-01,2022-12-05
"82","PRAMBANAN KENCANA - TANGERANG, PT","111172455",4.3648,723.0696,2022-12-01,2022-12-05
"83","PRAMBANAN KENCANA - TANGERANG, PT","111172456",1.21056,201.38352,2022-12-01,2022-12-05
"84","JENINDO PRAKARSA - TANGERANG, PT","111172475",12.00632,0,2022-12-02,2022-12-03
"85","JENINDO PRAKARSA - TANGERANG, PT","111172476",4.28128,0,2022-12-02,2022-12-03
"86","JENINDO PRAKARSA - TANGERANG, PT","111172477",0.71289,0,2022-12-02,2022-12-03
"87","TRIO HUTAMA - WONOSOBO (POLOS), CV","111172467",0.79376,224.688,2022-12-02,2022-12-03
"88","TRIO HUTAMA - WONOSOBO (POLOS), CV","111172468",0.04134582,11.7,2022-12-02,2022-12-03
"89","TRIO HUTAMA - WONOSOBO (POLOS), CV","111172469",1.7309,375.62698,2022-12-02,2022-12-03
"90","TRIO HUTAMA - WONOSOBO (POLOS), CV","111172470",0.2145,26.88,2022-12-02,2022-12-03
"91","TRIO HUTAMA - WONOSOBO, CV","111172471",1.52935344,428.85976401,2022-12-02,2022-12-03
"92","TRIO HUTAMA - WONOSOBO, CV","111172472",0.030984,12.448956,2022-12-02,2022-12-03
"93","TRIO HUTAMA - WONOSOBO, CV","113028477",0.06528,19.75368,2022-12-02,2022-12-03
"94","AMS DC SURABAYA","111172473",12.0024092,1823.703684,2022-12-02,2022-12-03
"95","AMS DC SURABAYA","111172474",1.20413088,218.957995984,2022-12-02,2022-12-03
"96","AMS DC SURABAYA","193800766",0.0837,21.18006,2022-12-02,2022-12-03
"97","AMS DC SURABAYA","938600826",1.3281,194.9571,2022-12-02,2022-12-03
"98","GEMILANG ABADI - KENDAL (POLOS), CV","111172478",2.9376,0,2022-12-02,2022-12-03
"99","GEMILANG ABADI - KENDAL (POLOS), CV","111172479",0.12403746,0,2022-12-02,2022-12-03
"100","GEMILANG ABADI - KENDAL (POLOS), CV","111172480",0.73025,0,2022-12-02,2022-12-03
"101","GEMILANG ABADI - KENDAL (POLOS), CV","111172481",0.15025,0,2022-12-02,2022-12-03
"102","GEMILANG ABADI - KENDAL (POLOS), CV","113028478",0.39672,0,2022-12-02,2022-12-03
"103","TOTALINDO BANGGAI PERKASA - LUWUK, PT","111172458",1.70984,0,2022-12-02,2022-12-05
"104","TOTALINDO BANGGAI PERKASA - LUWUK, PT","111172459",4.3413111,0,2022-12-02,2022-12-05
"105","TOTALINDO BANGGAI PERKASA - LUWUK, PT","111172460",0.322,0,2022-12-02,2022-12-05
"106","TOTALINDO BANGGAI PERKASA - LUWUK, PT","111172461",3.097494,0,2022-12-02,2022-12-05
"107","TOTALINDO BANGGAI PERKASA - LUWUK, PT","113028474",0.892,0,2022-12-02,2022-12-05
"108","TOTALINDO BANGGAI PERKASA - LUWUK, PT","111172482",2.067291,0,2022-12-02,2022-12-03
"109","TOTALINDO BANGGAI PERKASA - LUWUK, PT","111172483",1.2389976,0,2022-12-02,2022-12-03
"110","CAHAYA ANGKASA TIMUR - LUWUK, PT (HB)","0838/Titipan/HB/HNI/XI/2022",NA,48,2022-11-17,NA
"111","CAHAYA ANGKASA TIMUR - LUWUK, PT (HB)","111172218",0.3253608,193.29184008,2022-11-15,NA
"112","CAHAYA ANGKASA TIMUR - LUWUK, CV (WRP)","111172275",0.24252,0,2022-11-25,NA
"113","CAHAYA ANGKASA TIMUR - LUWUK, CV","113028427",0.0384,27.0948,2022-11-18,2022-11-22
"114","CAHAYA ANGKASA TIMUR - LUWUK, CV","0860/Titipan/WRP/EBW/XI/2022",NA,21,2022-11-30,NA
"115","CAHAYA ANGKASA TIMUR - LUWUK, CV","111172466",1.9504337,0,2022-12-02,2022-12-05
"116","CAHAYA ANGKASA TIMUR - LUWUK, CV","113028476",0.02868,0,2022-12-02,2022-12-05
"117","MITRA JAYA PERSADA - DEPOK, PT","111172507",6.08484,0,2022-12-02,2022-12-03
"118","MITRA JAYA PERSADA - DEPOK, PT","111172508",4.5083,0,2022-12-02,2022-12-03
"119","MITRA JAYA PERSADA - DEPOK, PT","111172509",0.6441,0,2022-12-02,2022-12-03
"120","TIGA SAUDARA - YOGYAKARTA SELATAN, CV","111172353",11.99884552,3149.099282134,2022-11-29,2022-11-05
"121","TIGA SAUDARA - YOGYAKARTA SELATAN, CV","111172354",2.7298362,643.381908,2022-11-29,2022-11-05
"122","TIGA SAUDARA - YOGYAKARTA SELATAN, CV","111172355",0.43837344,107.741826072,2022-11-29,2022-11-05
"123","TIGA SAUDARA - YOGYAKARTA SELATAN, CV","111172427",0.072,7.95024,2022-11-30,2022-12-05
"124","TIGA SAUDARA - YOGYAKARTA SELATAN, CV","113028463",0.6279216,172.51512,2022-11-29,2022-11-12
"125","TIGASAUDARA-YOGYAKARTA SELATAN,CV(POLOS)","111172337",9.3386,2298.46096,2022-11-29,2022-12-05
"126","TIGASAUDARA-YOGYAKARTA SELATAN,CV(POLOS)","111172338",0.4134582,117,2022-11-29,2022-12-05
"127","TIGASAUDARA-YOGYAKARTA SELATAN,CV(POLOS)","111172339",2.32415,487.64979,2022-11-29,2022-12-05
"128","TIGASAUDARA-YOGYAKARTA SELATAN,CV(POLOS)","111172340",1.64315,339.80813,2022-11-29,2022-12-05
"129","TIGASAUDARA-YOGYAKARTA SELATAN,CV(POLOS)","111172341",2.064996,594.8949996,2022-11-29,2022-12-05
"130","TIGASAUDARA-YOGYAKARTA SELATAN,CV(POLOS)","111172342",1.223,147.4172,2022-11-29,2022-12-05
"131","TIGASAUDARA-YOGYAKARTA SELATAN,CV(POLOS)","113028461",0.00892,2.192,2022-11-29,2022-12-05
"132","BUDIMAS MAKMUR MULIA - SOLO, PT (POLOS)","111172412",8.24972,2080.68868,2022-11-30,2022-12-05
"133","BUDIMAS MAKMUR MULIA - SOLO, PT (POLOS)","111172413",3.75489,854.13625,2022-11-30,2022-12-05
"134","BUDIMAS MAKMUR MULIA - SOLO, PT (POLOS)","111172414",0.1564,26.06168,2022-11-30,2022-12-05
"135","BUDIMAS MAKMUR MULIA - SOLO, PT (POLOS)","111172415",0.12389976,35.693699976,2022-11-30,2022-12-05
"136","BUDIMAS MAKMUR MULIA - SOLO, PT (POLOS)","111172416",1.24485,143.478,2022-11-30,2022-12-05
"137","GEMILANG ABADI - SEMARANG (POLOS), CV","111172496",5.48448,1317.82832,2022-12-02,2022-12-05
"138","GEMILANG ABADI - SEMARANG (POLOS), CV","111172497",6.52064,1488.70164,2022-12-02,2022-12-05
"139","GEMILANG ABADI - SEMARANG (POLOS), CV","111172498",1.5854,318.94788,2022-12-02,2022-12-05
"140","GEMILANG ABADI - SEMARANG (POLOS), CV","111172499",4.129992,1189.7899992,2022-12-02,2022-12-05
"141","GEMILANG ABADI - SEMARANG (POLOS), CV","111172500",0.32175,40.32,2022-12-02,2022-12-05
"142","GEMILANG ABADI - SEMARANG (POLOS), CV","113028480",0.03924,6.6816,2022-12-02,2022-12-05
"143","GEMILANG ABADI - SALATIGA (POLOS), CV","111172490",0.8204,153.598,2022-12-02,2022-12-05
"144","GEMILANG ABADI - SALATIGA (POLOS), CV","111172491",1.251,284.6006,2022-12-02,2022-12-05
"145","TRIO SUKSES MANDIRI - SOLO (POLOS), CV","111172463",5.09232,1297.736,2022-12-02,2022-12-05
"146","TRIO SUKSES MANDIRI - SOLO (POLOS), CV","111172464",1.0336455,292.5,2022-12-02,2022-12-05
"147","TRIO SUKSES MANDIRI - SOLO (POLOS), CV","111172465",3.8995,906.8469,2022-12-02,2022-12-05
"148","TRIO SUKSES MANDIRI - SOLO (POLOS), CV","113028475",0.1784,43.84,2022-12-02,2022-12-05
"149","BORWITA CITRA PRIMA - KENDARI, PT","111172510",6.28468,1644.0256,2022-12-02,2022-12-05
"150","BORWITA CITRA PRIMA - KENDARI, PT","111172511",2.6874783,760.5,2022-12-02,2022-12-05
"151","BORWITA CITRA PRIMA - KENDARI, PT","111172512",2.92616,596.4272,2022-12-02,2022-12-05
"152","BORWITA CITRA PRIMA - KENDARI, PT","111172513",8.87948280000001,2558.04849828,2022-12-02,2022-12-05
"153","BORWITA CITRA PRIMA - KENDARI, PT","111172514",0.0215,1.8596,2022-12-02,2022-12-05
"154","BORWITA CITRA PRIMA - KENDARI, PT","113028481",2.0516,504.16,2022-12-02,2022-12-05
"155","MATAKAR KENDARI, PT","111172519",11.13473614,2798.297478092,2022-12-02,2022-12-05
"156","MATAKAR KENDARI, PT","111172520",0.96023616,275.71893168,2022-12-02,2022-12-05
"157","MATAKAR KENDARI, PT","113028483",0.6740832,98.01984,2022-12-02,2022-12-05
"158","MATAKAR KENDARI - KENDARI, PT (HB)","111172522",4.1590068,2486.69680068,2022-12-05,NA
"159","MATAKAR KENDARI, PT","113028426",0.0768,54.1896,2022-11-18,2022-11-22
"160","SEHAT INDAH - GORONTALO, UD","111172501",1.64252,414.8288,2022-12-02,2022-12-05
"161","SEHAT INDAH - GORONTALO, UD","111172502",17.03447784,4820.4,2022-12-02,2022-12-05
"162","SEHAT INDAH - GORONTALO, UD","111172503",0.9855,220.33194,2022-12-02,2022-12-05
"163","BORWITA CITRA PRIMA - PALU, PT","111172515",2.83348,736.8416,2022-12-02,2022-12-05
"164","BORWITA CITRA PRIMA - PALU, PT","111172516",10.1297259,2866.5,2022-12-02,2022-12-05
"165","BORWITA CITRA PRIMA - PALU, PT","111172517",2.0491,454.14106,2022-12-02,2022-12-05
"166","BORWITA CITRA PRIMA - PALU, PT","111172518",11.9769768,3450.39099768,2022-12-02,2022-12-05
"167","BORWITA CITRA PRIMA - PALU, PT","113028482",0.1784,43.84,2022-12-02,2022-12-05
"168","BORWITA CITRA PRIMA - PALU, PT","113028424",0.0384,27.0948,2022-11-18,2022-11-22
"169","BORWITA CITRA PRIMA - PALU, PT","0836/Titipan/WRP/EBW/XI/2022",0.046,12.3,2022-11-16,NA
"170","BORWITA CITRA PRIMA - PALU, PT","0839/Titipan/WRP/EBW/XI/2022",0.139,29,2022-11-16,NA
"171","BORWITA CITRA PRIMA - PALU, PT (WRP)","111172226",0.18564,96.440199888,2022-11-15,NA
"172","BORWITA CITRA PRIMA - MANADO, PT","111172485",22.16135952,6271.2,2022-12-02,2022-12-05
"173","BORWITA CITRA PRIMA - MANADO, PT","111172486",23.31904248,6598.8,2022-12-02,2022-12-05
"174","BORWITA CITRA PRIMA - MANADO, PT","111172484",6.78008,1389.49328,2022-12-02,2022-12-05
"175","BORWITA CITRA PRIMA - MANADO, PT","111172487",1.95948,422.70756,2022-12-02,2022-12-05
"176","BORWITA CITRA PRIMA - MANADO, PT","0874/Titipan/BP/QBN/XII/2022",0.01,150,2022-12-06,NA
"177","BORWITA CITRA PRIMA - GORONTALO, PT","111172492",4.9082,1272.89476,2022-12-02,2022-12-07
"178","BORWITA CITRA PRIMA - GORONTALO, PT","111172493",0.33076656,93.6,2022-12-02,2022-12-07
"179","BORWITA CITRA PRIMA - GORONTALO, PT","111172494",1.03478,247.70252,2022-12-02,2022-12-07
"180","BORWITA CITRA PRIMA - GORONTALO, PT","111172495",4.58429112,1320.666899112,2022-12-02,2022-12-07
"181","BORWITA CITRA PRIMA - GORONTALO, PT","113028479",1.9178,471.28,2022-12-02,2022-12-07
"182","BORWITA CITRA PRIMA - GORONTALO, PT","113028423",0.0768,54.1896,2022-11-18,2022-11-22
"183","SEHAT INDAH - GORONTALO, UD","111172504",1.447,366.4864,2022-12-02,2022-12-07
"184","SEHAT INDAH - GORONTALO, UD","111172505",13.97488716,3954.6,2022-12-02,2022-12-07
"185","SEHAT INDAH - GORONTALO, UD","111172506",0.8792,195.66448,2022-12-02,2022-12-07
"186","SUBUR JAYA GEMILANG - DEPOK, PT","111172523",4.98188,1283.348,2022-12-05,2022-12-06
"187","SUBUR JAYA GEMILANG - DEPOK, PT","111172524",0.49614984,140.4,2022-12-05,2022-12-06
"188","SUBUR JAYA GEMILANG - DEPOK, PT","111172525",6.52538736,1879.868198736,2022-12-05,2022-12-06
"189","SUBUR JAYA GEMILANG - DEPOK, PT","111172526",0.90859824,261.753799824,2022-12-05,2022-12-06
"190","SUBUR JAYA GEMILANG - DEPOK, PT","113028484",0.20692,41.9648,2022-12-05,2022-12-06
"191","SUBUR JAYA GEMILANG - DEPOK, PT","113028488",0.1338,32.88,2022-12-05,2022-12-06
"192","BSP KUDUS (POLOS)","111172547",4.7232,1186.6026,2022-12-05,2022-12-06
"193","BSP KUDUS (POLOS)","111172548",1.61248698,456.3,2022-12-05,2022-12-06
"194","BSP KUDUS (POLOS)","111172549",3.0492,691.6932,2022-12-05,2022-12-06
"195","BSP JEPARA (POLOS)","111172605",5.16864,1316.855,2022-12-05,2022-12-06
"196","BSP JEPARA (POLOS)","111172606",1.4471037,409.5,2022-12-05,2022-12-06
"197","BSP JEPARA (POLOS)","111172607",5.39385,1223.56335,2022-12-05,2022-12-06
"198","BSP JEPARA (POLOS)","111172608",0.26565,60.26115,2022-12-05,2022-12-06
"199","BSP PATI (POLOS)","111172557",6.5918,1654.08,2022-12-05,2022-12-06
"200","BSP PATI (POLOS)","111172558",2.6874783,760.5,2022-12-05,2022-12-06
"201","BSP PATI (POLOS)","111172559",2.7258,618.3318,2022-12-05,2022-12-06
"202","BSP PATI (POLOS)","111172560",0.7392,167.6832,2022-12-05,2022-12-06
"203","BSP PURWODADI (POLOS)","111172565",4.3958,1124.128,2022-12-05,2022-12-06
"204","BSP PURWODADI (POLOS)","111172566",2.2740201,643.5,2022-12-05,2022-12-06
"205","BSP PURWODADI (POLOS)","111172567",3.0214,684.27908,2022-12-05,2022-12-06
"206","GEMILANG ABADI - SEMARANG, CV","0878/Titipan/WRP/EBW/XII/2022",0.13,27,2022-12-05,NA
"207","GEMILANG ABADI - SEMARANG, CV (WRP)","111172534",0.64068,122.564759964,2022-12-05,NA
"208","BSP TEGAL (POLOS)","111172657",1.62888,414.565,2022-12-05,2022-12-06
"209","BSP TEGAL (POLOS)","111172658",1.15768296,327.6,2022-12-05,2022-12-06
"210","BSP TEGAL (POLOS)","111172659",5.4919,1228.07978,2022-12-05,2022-12-06
"211","BSP PEKALONGAN (POLOS)","111172613",7.6628,1926.72,2022-12-05,2022-12-06
"212","BSP PEKALONGAN (POLOS)","111172614",1.6538328,468,2022-12-05,2022-12-06
"213","BSP PEKALONGAN (POLOS)","111172615",2.80605,628.22715,2022-12-05,2022-12-06
"214","BSP PEKALONGAN (POLOS)","111172616",1.14345,259.38495,2022-12-05,2022-12-06
"215","BSP SEMARANG (POLOS)","111172623",11.478,2928.48,2022-12-05,2022-12-06
"216","BSP SEMARANG (POLOS)","111172624",0.49614984,140.4,2022-12-05,2022-12-06
"217","BSP SEMARANG (POLOS)","111172625",3.22497396,912.6,2022-12-05,2022-12-06
"218","BSP SEMARANG (POLOS)","111172626",4.5045,1021.8195,2022-12-05,2022-12-06
"219","BSP SOLO (POLOS)","111172639",9.61196,2417.328,2022-12-05,2022-12-06
"220","BSP SOLO (POLOS)","111172640",2.39805756,678.6,2022-12-05,2022-12-06
"221","BSP SOLO (POLOS)","111172641",3.84516126,1088.1,2022-12-05,2022-12-06
"222","BSP SOLO (POLOS)","111172642",8.14565,1823.97427,2022-12-05,2022-12-06
"223","BSP SOLO (POLOS)","111172643",2.19625,505.01151,2022-12-05,2022-12-06
"224","BSP WONOGIRI (POLOS)","111172663",2.71436,685.2,2022-12-05,2022-12-06
"225","BSP WONOGIRI (POLOS)","111172664",1.36441206,386.1,2022-12-05,2022-12-06
"226","BSP WONOGIRI (POLOS)","111172665",3.40705,770.09975,2022-12-05,2022-12-06
"227","BSP YOGYAKARTA (POLOS)","111172571",11.9974,2956.56,2022-12-05,2022-12-06
"228","BSP YOGYAKARTA (POLOS)","111172572",6.06008,1569.5768,2022-12-05,2022-12-06
"229","BSP YOGYAKARTA (POLOS)","111172573",5.87110644,1661.4,2022-12-05,2022-12-06
"230","BSP YOGYAKARTA (POLOS)","111172574",0.0462,10.4802,2022-12-05,2022-12-06
"231","BSP YOGYAKARTA (POLOS)","111172575",4.2314,959.94732,2022-12-05,2022-12-06
"232","BSP PURWOKERTO (POLOS)","111172617",4.35188,1079.936,2022-12-05,2022-12-06
"233","BSP PURWOKERTO (POLOS)","111172618",5.1682275,1462.5,2022-12-05,2022-12-06
"234","BSP PURWOKERTO (POLOS)","111172619",1.9635,445.4085,2022-12-05,2022-12-06
"235","BSP SURABAYA (POLOS)","111172589",12.01872,3013.12592,2022-12-05,2022-12-06
"236","BSP SURABAYA (POLOS)","111172590",0.69192,205.5964,2022-12-05,2022-12-06
"237","BSP SURABAYA (POLOS)","111172591",2.93555322,830.7,2022-12-05,2022-12-06
"238","BSP SURABAYA (POLOS)","111172592",2.5022,576.10588,2022-12-05,2022-12-06
"239","Storesend Elogistic Indonesia","872003266",14.11158,2537.7573,2022-12-05,2022-12-05
"240","BSP MANADO","111172272",7.09472096,1976.641020012,2022-11-23,2022-11-25
"241","BSP MANADO","111172273",0.25056768,69.924,2022-11-23,2022-11-25
"242","BSP MANADO","111172278",2.7836064,1141.98,2022-11-25,2022-11-27
"243","BSP MANADO","113028442",0.1536,108.3792,2022-11-21,2022-11-23
"244","BSP MANADO","113028448",1.5956064,334.16232,2022-11-23,2022-11-25
"245","BSP MANADO","113028450",0.4625424,62.71488,2022-11-25,2022-11-27
"246","BSP MANADO (POLOS)","113028398",1.2042,295.92,2022-11-14,2022-11-16
"247","BSP MANADO","111172675",12.02647428,2851.273324168,2022-12-06,2022-12-07
"248","BSP MANADO","111172676",1.5132,450.527362008,2022-12-06,2022-12-07
"249","MEGAH SARI - MANADO, UD (WRP)","111172407",0.66966,305.36991984,2022-11-30,NA
"250","MEGAH SARI - MANADO, UD (WRP)","0866/Titipan/WRP/EBW/XI/2022",0.483,82,2022-11-30,NA
"251","MENADO PUTRA PERKASA-TERNATE (POLOS), PT","111172536",22.86423846,6470.1,2022-12-05,2022-12-07
"252","MENADO PUTRA PERKASA-TERNATE (POLOS), PT","111172539",6.194988,1784.6849988,2022-12-05,2022-12-07
